application_id,programme_id,Programme,Application Status,Merit Score,nts_ok_flag,every_thing_ok_in_education,Domicile,OPEN List Status,BWP List Status,Gender,DOB,Religion,Blood Group,Nationality,Hafiz e Quran,NCC,Province,g_monthly_income,g_profession,g_city,g_relation,financial_help,hostel,quota_fata,quota_baluchistan,quota_ajk,quota_gilgit,quota_op,quota_army,quota_iub_tchr_emp,quota_industrial,quota_pharmaceutical,special_person,dept_test_marks,particular_test_name,Admission Test,particular_test_roll_no,particular_test_total,particular_test_name2,Admission Test 2,particular_test_roll_no2,particular_test_total2,ap_fee_challan_nr,dept_test_marks,application_date,uploaded_challan,challan_upload_date,ssc_year,ssc_roll_no,ssc_obtained,ssc_total,ssc_exam,ssc_exam_type,ssc_board,ssc_subject_group,hsc_year,hsc_roll_no,Terminal Degree,hsc_total,hsc_exam,hsc_exam_type,hsc_board,hsc_subject_group,hsc_opt_1_name,hsc_opt_1_obtained,hsc_opt_1_total,hsc_opt_2_name,hsc_opt_2_obtained,hsc_opt_2_total,hsc_opt_3_name,hsc_opt_3_obtained,hsc_opt_3_total,hsc_opt_4_name,hsc_opt_4_obtained,hsc_opt_4_total,hsc_opt_5_name,hsc_opt_5_obtained,hsc_opt_5_total,hsc_opt_6_name,hsc_opt_6_obtained,hsc_opt_6_total,grad_year,grad_roll_no,Terminal Degree 2,grad_obtained,grad_exam,grad_exam_type,grad_institute,grad_eng_obtained,grad_eng_total,grad_opt_1_name,grad_opt_1_obtained,grad_opt_1_total,grad_opt_2_name,grad_opt_2_obtained,grad_opt_2_total,grad_opt_3_name,grad_opt_3_obtained,grad_opt_3_total,grad_opt_4_name,grad_opt_4_obtained,grad_opt_4_total,grad_opt_5_name,grad_opt_5_obtained,grad_opt_5_total,Document Verified,English Marks,Offered
1461675,146,Pharm-D,Application Fee Received,77.291,1,1,Bahawalpur,NA,NA,female,10/26/1999,Islam,B+,Pakistani,No,0,Punjab,40000,Shop,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,67,L1715120193,100,MCAT,67,101516,1100,1675146,0,1/5/2018,,1/8/2018 9:24,2015,836777,958,1100,Matric/SSC,Annual,BISE BWP,Science,2017,625600,911,1100,FSc,Annual,BISE BWP,Pre-Medical,,165,200,,175,200,,169,200,,172,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461693,146,Pharm-D,Application Fee Received,69.673,1,1,Bahawalpur,NA,NA,female,12/13/1998,Islam,A+,Pakistani,No,0,Punjab,30000,BISNESSMAN,BAHAWALPUR,FATHER,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,53,1715-120060,100,MCAT,53,100778,1100,1693146,0,1/6/2018,,1/10/2018 2:23,2013,157391,763,1050,Matric/SSC,Annual,FADRAL BOARD ISLAMABAD ,Science,2016,625687,836,1100,FSc,Annual,BISE BWP,Pre-Medical,,138,200,,42,50,,158,200,,44,50,,158,200,,149,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461985,146,Pharm-D,Challan Printed,58.109,1,1,Bahawalpur,NA,NA,male,7/15/1999,Islam,AB+,Pakistani,No,0,Punjab,20000,Teacher,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,44,120767,100,,0,,0,1985146,0,1/13/2018,,,2014,239430,825,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,922258,683,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,113,200,,110,200,,121,200,,129,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462344,146,Pharm-D,Application Fee Received,73.091,1,1,Bahawalpur,NA,NA,male,6/30/2000,Islam,B+,Pakistani,No,0,Punjab,15000,Govt Employe,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,60,H1715-120627,100,,0,,0,2344146,0,1/19/2018,,1/19/2018 7:02,2014,204022,871,1100,Matric/SSC,Annual,BISE BWP,Science,2017,922078,845,1100,FSc,Annual,BISE BWP,Pre-Medical,,157,200,,42,50,,43,50,,157,200,,141,200,,151,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461428,146,Pharm-D,Application Fee Received,70.764,0,1,Bahawalpur,NA,NA,female,6/15/1999,Other,O+,PAKISTANI,No,0,Punjab,30000,TEACHER,BAHAWALPUR,FATHER,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,86,,0,MCAT,86,101467,1100,1428146,0,12/26/2017,,,2014,233596,950,1100,Matric/SSC,Annual,BISE BWP,Science,2017,921050,978,1100,FSc,Annual,BISE BWP,Pre-Medical,,187,200,,188,200,,190,200,,181,200,,42,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461916,146,Pharm-D,Application Fee Received,70.618,0,1,Bahawalpur,NA,NA,female,5/9/1998,Islam,A+,PAKISTANI,No,0,Punjab,15000,Student,BAHAWALPUR,Brother,No,No,No,No,No,No,No,No,No,No,No,No,0,,84,,0,MCAT,84,101601,1100,1916146,0,1/11/2018,,1/12/2018 10:56,2014,232147,866,1100,Matric/SSC,Annual,BISE BAHAWALPUR,Science,2016,921051,981,1100,FSc,Annual,BISE BAHAWALPUR,Pre-Medical,,186,200,,186,200,,178,200,,179,200,,46,50,,41,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461930,146,Pharm-D,Application Fee Received,80.855,1,1,Bahawalpur,NA,NA,male,1/2/1999,Islam,A+,Pakistani,No,0,Punjab,30000,Wabda,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,83,I1715-120494,100,MCAT,83,103760,1100,1930146,0,1/12/2018,,1/12/2018 8:05,2014,239911,899,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,922165,938,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,164,200,,181,200,,184,200,,171,200,,44,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461671,146,Pharm-D,Application Fee Received,65.6,0,1,Bahawalpur,NA,NA,female,1/13/1999,Islam,,pakistani,No,0,Punjab,60000,Govt Empolyer,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,89,,0,MCAT,89,101478,1100,1671146,0,1/5/2018,,1/5/2018 1:41,2014,232977,813,1100,Matric/SSC,Annual,BISE BAHAWALPUR,Science,2017,921298,907,1100,FSc,Annual,BISE BAHAWALPUR,Pre-Medical,,165,200,,163,200,,175,200,,157,200,,47,50,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461456,146,Pharm-D,Challan Printed,69.873,1,1,Bahawalpur,NA,NA,male,3/14/1999,Islam,O+,Pakistani,No,0,Punjab,30000,Govt. Employee,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,57,L1715-120125,100,,0,,0,1456146,0,12/27/2017,,,2015,841527,873,1100,Matric/SSC,Annual,BISE BWP,Science,2017,629919,809,1100,FSc,Annual,BISE BWP,Pre-Medical,,152,200,,154,200,,147,200,,44,50,,134,200,,39,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461522,146,Pharm-D,Challan Printed,80.745,1,1,Bahawalpur,NA,NA,female,1/5/2000,Islam,B+,Pakistani,No,0,Punjab,50000,Bussiness,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,84,L1517120015,100,MCAT,84,101668,1100,1522146,0,1/1/2018,,,2014,233476,859,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2016,626147,925,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,187,200,,178,200,,166,200,,149,200,,47,50,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461505,146,Pharm-D,Application Fee Received,66.473,0,1,Bahawalpur,NA,NA,female,4/8/1998,Islam,A+,Pakistani,No,0,Punjab,40000,Govt Employee,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,78,,0,MCAT,78,100177,1100,1505146,0,12/31/2017,,,2014,233259,831,1100,Matric/SSC,Annual,BISE BWP,Science,2017,921305,919,1100,FSc,Annual,BISE BWP,Pre-Medical,,145,200,,48,50,,47,50,,179,200,,178,200,,164,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462015,146,Pharm-D,Application Fee Received,75.8,1,1,Bahawalpur,NA,NA,female,5/13/1998,Islam,O+,Pakistani,No,0,Punjab,25000,Govt Employ,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,51,120695,100,,0,,0,2015146,0,1/14/2018,,,2014,233944,818,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,921054,907,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,157,200,,162,200,,175,200,,45,50,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462206,146,Pharm-D,Application Fee Received,70.782,1,1,Bahawalpur,NA,NA,female,8/27/1999,Islam,,Pakistani ,No,0,Punjab,30000,Pak Army Medical Core,Bahawalpur ,Father ,No,No,No,No,No,No,No,Yes,No,No,No,No,0,NAT,59,H1715-120425,100,,0,,0,2206146,0,1/17/2018,,1/17/2018 7:46,2015,838764,709,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,310823,816,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,159,200,,127,200,,151,200,,40,50,,44,50,,157,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462307,146,Pharm-D,Application Received,49.782,1,1,Bahawalpur,NA,NA,male,10/29/1998,Islam,AB+,Pakistani,Yes,0,Punjab,9000,labourer,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,50,G1715-111057,100,,0,,0,2307146,0,1/18/2018,,,2015,841897,787,1100,Matric/SSC,Annual,B.I.S.E Bahawalpur,Science,2017,628821,532,1100,FSc,Annual,B.I.S.E Bahawalpur,Pre-Engineering,,86,200,,114,200,,90,200,,95,200,,37,50,,27,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461787,146,Pharm-D,Application Fee Received,67.055,0,1,Bahawalpur,NA,NA,female,1/18/1999,Islam,,Pakistani,No,0,Punjab,20000,Businessman,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,,68,,0,MCAT,68,101016,1100,1787146,0,1/10/2018,,1/15/2018 1:40,2014,232847,858,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2016,625993,932,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,176,200,,176,200,,177,200,,153,200,,45,50,,46,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461433,146,Pharm-D,Challan Printed,69.236,0,1,Bahawalpur,NA,NA,female,5/31/1998,Islam,,Pakistani,No,0,Punjab,50,Govt. Employee,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,88,,0,MCAT,88,101028,1100,1433146,0,12/26/2017,,,2014,232840,930,1100,Matric/SSC,Annual,BISE BWP,Science,2016,625995,962,1100,FSc,Annual,BISE BWP,Pre-Medical,,177,200,,183,200,,181,200,,180,200,,44,50,,41,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462422,146,Pharm-D,Application Fee Received,74.036,1,1,Bahawalpur,NA,NA,female,12/9/1999,Islam,A+,Pakistani,No,0,Punjab,20,Job Holder,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,64,G1715-121184,100,,0,,0,2422146,0,1/20/2018,,1/22/2018 3:13,2015,837752,777,1100,Matric/SSC,Annual,Board of Intermediate & Secondary Education Bahawalpur ,Science,2017,625468,847,1100,FSc,Annual,Board of Intermediate & Secondary Education Bahawalpur ,Pre-Medical,,150,200,,0,0,,139,200,,0,0,,163,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462279,146,Pharm-D,Application Fee Received,62.255,1,1,Bahawalpur,NA,NA,male,2/3/2000,Islam,B+,Pakistani,No,0,Punjab,20000,Shop Keeper,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,44,120199,100,MCAT,40,103586,1100,2279146,0,1/18/2018,,1/18/2018 9:11,2015,841746,756,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,630446,740,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,112,200,,142,200,,126,200,,43,50,,44,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461495,146,Pharm-D,Application Fee Received,83.291,1,1,Bahawalpur,NA,NA,female,8/28/1998,Islam,O+,Pakistani,No,0,Punjab,10000,Teacher,Bahawalpur,Mother,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,84,I1715-120613,100,MCAT,84,101630,1100,1495146,0,12/30/2017,,,2014,232403,895,1100,Matric/SSC,Annual,BISEBWP,Science,2016,626422,982,1100,FSc,Annual,BISEBWP,Pre-Medical,,174,200,,182,200,,188,200,,46,50,,192,200,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462128,146,Pharm-D,Application Fee Received,82.8,1,1,Bahawalpur,NA,NA,male,6/1/1998,Islam,A+,Pakistani,No,0,Punjab,10000,Farmer,Bahwaalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,90,104291,100,MCAT,90,104291,1100,2128146,0,1/16/2018,,1/16/2018 7:17,2015,841591,919,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,629936,896,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461633,146,Pharm-D,Application Received,45.255,0,1,Bahawalpur,NA,NA,female,9/3/1999,Islam,,PAKISTANI,No,0,Punjab,50000,Construction Manager,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,23,I1715-120498,100,,0,,0,1633146,0,1/4/2018,,,2015,837249,575,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,625471,564,1100,FSc,Annual,BISE BAHAWALPUR,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461680,146,Pharm-D,Application Fee Received,73.655,1,1,Bahawalpur,NA,NA,male,5/20/2001,Islam,B+,Pakistani ,No,0,Punjab,20000,Govt Sarvant,Bahawalpur,Father ,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,53,I1715-120338,100,,0,,0,1680146,0,1/6/2018,,1/11/2018 8:29,2015,842490,883,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,629938,872,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,170,200,,182,200,,161,200,,133,200,,44,50,,39,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461706,146,Pharm-D,Challan Printed,73.473,1,1,Bahawalpur,NA,NA,female,1/20/2000,Islam,AB+,pakistani,No,0,Punjab,50,businessman,bahawalpur,father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,67,I1715-120283,100,MCAT,59,100864,1100,1706146,0,1/7/2018,,,2014,159189,860,1050,Matric/SSC,Annual,federal board islamabad,Science,2016,626915,836,1100,FSc,Annual,bise bahawalpur,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462202,146,Pharm-D,Challan Printed,77.309,1,1,Bahawalpur,NA,NA,male,10/26/1998,Islam,AB+,pakistani,Yes,0,Punjab,40000,govt servant,bahawalpur,father,No,No,No,No,No,No,No,No,No,No,No,Yes,0,NAT,69,E1715-120020,100,MCAT,69,103871,1100,2202146,0,1/17/2018,,,2014,239384,892,1100,Matric/SSC,Annual,BISE bahawalpur,Science,2017,922276,883,1100,FSc,Annual,BISE bahawalpur,Pre-Medical,,173,200,,164,200,,139,200,,46,50,,167,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462030,146,Pharm-D,Challan Printed,78.473,1,1,Bahawalpur,NA,NA,female,11/21/1998,Islam,,Pakistan,No,0,Punjab,2000,Private job,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,60,K1715-120040,100,,0,,0,2030146,0,1/14/2018,,,2014,233652,824,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,471372,919,1100,FSc,Annual,BISE DG Khan,Pre-Medical,,168,200,,172,200,,44,50,,156,200,,174,200,,45,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461922,146,Pharm-D,Application Fee Received,77.127,1,1,Bahawalpur,NA,NA,male,2/25/1995,Islam,A+,Pakistani,No,0,Punjab,12000,Labour,Bahawalpur,Fathjer,Yes,No,No,No,No,No,No,No,No,No,No,No,0,NAT,75,180025,100,MCAT,75,103941,1100,1922146,0,1/11/2018,,1/12/2018 12:39,2012,227634,815,1050,Matric/SSC,Annual,BISE BWP,Science,2016,634410,911,1100,FSc,Annual,BISE BWP,Pre-Medical,,173,200,,168,200,,169,200,,45,50,,47,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462080,146,Pharm-D,Application Fee Received,77.218,1,1,Bahawalpur,NA,NA,male,11/25/1999,Islam,B+,Pakistani,No,0,Punjab,15000,Teacher,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,0,NAT,65,L1715-120198,100,,0,,0,2080146,0,1/15/2018,,1/15/2018 11:14,2014,239924,871,1100,Matric/SSC,Annual,BISE BWP,Science,2017,922279,888,1100,FSc,Annual,BISE BWP,Pre-Medical,,167,200,,175,200,,156,200,,162,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462431,146,Pharm-D,Challan Printed,56.418,1,1,Bahawalpur,NA,NA,female,9/6/2000,Islam,A-,pakistani,No,0,Punjab,40000,Superintendent of Quaid-E-Azam Medical college,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,45,K1715-120152,100,,0,,0,2431146,0,1/21/2018,,1/23/2018 10:16,2015,837322,749,1100,Matric/SSC,Annual,"Board of intermediate and secondary education, Bahawalpur",Science,2017,625347,657,1100,FSc,Annual,"Board of intermediate and secondary education, Bahawalpur",Pre-Medical,,111,200,,110,200,,104,200,,40,50,,130,200,,42,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461519,146,Pharm-D,Application Fee Received,75.673,1,1,Bahawalpur,NA,NA,male,3/6/1998,Islam,A+,pakistani,No,0,Punjab,25000,Farmar,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,73,L1715-120101,100,MCAT,73,104333,1100,1519146,0,1/1/2018,,1/2/2018 6:58,2014,238502,914,1100,Matric/SSC,Annual,Bise Bahawalpur,Science,2016,630870,913,1100,FSc,Annual,Bise Bahawalpur,Pre-Medical,,181,200,,170,200,,40,50,,45,50,,171,200,,159,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461429,146,Pharm-D,Application Fee Received,79.364,1,1,Bahawalpur,NA,NA,male,6/19/1998,Islam,AB+,PAKISTAN,No,0,Punjab,50000,ARMY,RAWALPINDI,FATHER,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,0,NAT,77,I1763-120331,100,MCAT,77,609395,1100,1429146,0,12/26/2017,,,2014,119531,916,1050,Matric/SSC,Annual,FBISE,Science,2017,754904,890,1100,FSc,Annual,BISE RWP,Pre-Medical,,144,200,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461881,146,Pharm-D,Challan Printed,67.055,1,1,Bahawalpur,NA,NA,female,9/11/2000,Islam,B+,Pakistani,No,0,Punjab,30000,Labour,Bahawalpur,Father,No,No,No,No,No,No,No,No,No,No,No,No,0,NAT,52,H1715-120070,100,,0,,0,1881146,0,1/11/2018,,,2015,157466,869,1050,Matric/SSC,Annual,Federal board,Science,2017,625479,784,1100,FSc,Annual,Bahawalpur,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462243,146,Pharm-D,Application Fee Received,75.982,1,1,Bahawalpur,NA,NA,male,8/14/1998,Islam,,PAKISTANI,No,0,Punjab,50000,TEACHER,HASILPUR,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,77,120474,100,MCAT,77,104063,1100,2243146,0,1/17/2018,,,2014,237642,929,1100,Matric/SSC,Annual,BISE BWP,Science,2017,922762,849,1100,FSc,Annual,BISE BWP,Pre-Medical,,164,200,,156,200,,152,200,,153,200,,48,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462250,146,Pharm-D,Application Fee Received,81.745,1,1,Bahawalpur,NA,NA,male,11/7/1998,Islam,O+,Pakistani,No,0,Punjab,30000,teacher,Hasilput,Father,No,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,66,120342,100,MCAT,66,704853,1100,2250146,0,1/17/2018,,1/18/2018 12:27,2015,846782,961,1100,Matric/SSC,Annual,Bise Bahawalpur,Science,2017,306069,964,1100,FSc,Annual,Bise Sahiwal,Pre-Medical,,180,200,,188,200,,183,200,,47,50,,171,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461452,146,Pharm-D,Application Fee Received,75.909,1,1,Bahawalpur,NA,NA,male,11/10/2000,Islam,B+,pakistani,No,0,Punjab,15000,HARBAL,HASILPUR,FATHER,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,61,G1715-121646,100,,0,,0,1452146,0,12/27/2017,,,2015,847889,962,1100,Matric/SSC,Annual,BISE BWP,Science,2017,632812,881,1100,FSc,Annual,BISE BWP,Pre-Medical,,161,200,,165,200,,168,200,,174,200,,43,50,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461380,146,Pharm-D,Application Fee Received,68.582,0,1,Bahawalpur,NA,NA,female,9/30/1999,Islam,A+,pakistani,No,0,Punjab,50000,business,bahawal pur,father,No,No,No,No,No,No,No,No,No,No,No,No,0,,87,,0,MCAT,87,100207,1100,1380146,0,12/23/2017,,12/27/2017 10:07,2013,202943,926,1050,Matric/SSC,Annual,bwp board,Science,2016,625721,953,1100,FSc,Annual,bwp board,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461674,146,Pharm-D,Application Fee Received,74.727,1,1,Bahawalpur,NA,NA,female,6/4/1999,Islam,AB+,pakistani,No,0,Punjab,20000,Agriculture,Hasilpur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,58,F1715-120132,100,,0,,0,1674146,0,1/5/2018,,1/19/2018 4:21,2015,844871,903,1100,Matric/SSC,Annual,BISEBWP,Science,2017,631616,873,1100,FSc,Annual,BISEBWP,Pre-Medical,,156,200,,179,200,,154,200,,0,0,,148,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461780,146,Pharm-D,Application Fee Received,60.727,0,1,Bahawalpur,NA,NA,female,1/7/1998,Islam,B+,Pakistani,No,0,Punjab,30000,Govt. Employee,Bahawalpur,Father,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,0,,60,,0,MCAT,60,100214,1100,1780146,0,1/10/2018,,1/10/2018 6:55,2015,836356,842,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,625080,840,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461714,146,Pharm-D,Application Fee Received,65.855,1,1,Bahawalpur,NA,NA,female,8/17/2000,Islam,B+,Pakistani,No,0,Punjab,30000,Patwari,Hasilpur,Father,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,0,NAT,46, G1715-120139,100,,0,,0,1714146,0,1/8/2018,,1/8/2018 7:14,2015,846098,945,1100,Matric/SSC,Annual,BISE Bahawalpur,Science,2017,631468,784,1100,FSc,Annual,BISE Bahawalpur,Pre-Medical,,153,200,,129,200,,126,200,,153,200,,0,0,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1462466,146,Pharm-D,Challan Printed,66.327,0,1,Bahawalpur,NA,NA,female,2/4/1999,Islam,B+,pakistani,No,0,Punjab,30,gold smith,Hasilpur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,,59,,0,MCAT,59,101002,1100,2466146,0,1/22/2018,,,2015,844977,897,1100,Matric/SSC,Annual,BISE bwp,Science,2017,631638,917,1100,FSc,Annual,BISE bwp,Pre-Medical,,173,200,,176,200,,171,200,,180,200,,0,0,,42,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461586,146,Pharm-D,Application Fee Received,75.727,1,1,Bahawalpur,NA,NA,male,6/6/1999,Islam,AB+,Pakistani,No,0,Punjab,25000,Mechnical Labour,Hasilpur,Father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,64,I1715120175,100,MCAT,64,309664,1100,1586146,0,1/2/2018,,1/3/2018 8:25,2015,847009,899,1100,Matric/SSC,Annual,Bise Bahawalpur,Science,2017,711058,884,1100,FSc,Annual,BISE MULTAN,Pre-Medical,,163,200,,161,200,,152,200,,0,0,,175,200,,0,0,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461869,146,Pharm-D,Application Fee Received,68.073,0,1,Bahawalpur,NA,NA,male,6/30/1997,Islam,AB-,Pakistani,No,0,Punjab,10000,Farmer,Hasilpur,Father,Yes,No,No,No,No,No,No,No,No,No,No,No,0,,81,,0,MCAT,81,103888,1100,1869146,0,1/11/2018,,1/12/2018 1:13,2012,150990,793,1050,Matric/SSC,Annual,BISE Multan,Science,2015,705096,951,1100,FSc,Annual,BISE Multan,Pre-Medical,,168,200,,42,50,,46,50,,186,200,,187,200,,177,200,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
1461541,146,Pharm-D,Application Received,70.527,0,1,Bahawalpur,NA,NA,female,9/6/1999,Islam,A+,Pakistan,No,0,Punjab,25000,Retired teacher,hasilpur,father,Yes,Yes,No,No,No,No,No,No,No,No,No,No,0,NAT,37,1200216,100,,0,,0,1541146,0,1/1/2018,,,2015,844700,914,1100,Matric/SSC,Annual,Bahawalpur,Science,2017,631667,873,1100,FSc,Annual,Bahawalpur,Pre-Medical,,163,200,,39,50,,182,200,,149,200,,150,200,,41,50,0,,0,0,,Annual,,0,0,,0,0,,0,0,,0,0,,,,,,,0,0,No
